6.803,2
6.803,3
7.214,3
7.625,4
7.625,3
8.447,8
8.447,6
8.858,7
8.858,5
9.269,6
9.269,7
9.68,5
9.68,8
10.091,6
10.091,5
10.502,7
10.502,8
10.913,6
10.913,7
14.2,1
14.389,5
14.579,5
14.769,6
14.864,7
15.054,6
15.149,7
15.339,8
15.718,2
15.718,4
15.908,3
16.098,2
16.098,4
16.478,2
16.478,4
16.668,3
16.858,2
16.858,4
17.237,2
17.237,4
17.427,3
17.617,2
17.617,4
17.997,2
17.997,4
18.187,3
18.377,2
18.377,4
18.756,5
18.756,7
18.946,6
19.136,5
19.136,7
19.516,5
19.516,7
19.706,6
19.896,5
19.896,7
20.275,5
20.275,7
20.465,6
20.655,5
20.655,7
21.035,5
21.035,7
21.225,6
21.415,5
21.415,7
21.794,2
21.794,4
21.984,2
21.984,3
22.174,2
22.174,4
22.554,2
22.554,4
22.744,3
22.744,4
22.934,2
22.934,4
23.313,1
23.313,4
23.503,2
23.693,1
23.693,4
24.073,1
24.073,4
24.263,3
24.453,1
24.453,4
24.832,5
24.832,7
25.022,7
25.022,6
25.212,5
25.212,7
25.592,5
25.592,7
25.782,5
25.782,6
25.972,5
25.972,7
26.351,3
26.541,4
26.731,7
26.826,6
27.111,2
27.396,6
27.681,3
27.87,4
27.87,2
28.06,2
28.25,4
28.345,3
28.535,3
28.82,2
29.01,3
29.2,2
29.389,4
29.579,2
29.769,4
29.864,3
30.054,1
30.244,1
30.434,3
30.624,3
30.718,4
30.908,7
30.908,5
31.098,6
31.288,5
31.383,6
31.573,7
31.858,6
32.048,5
32.237,6
32.427,7
32.617,5
32.807,7
32.902,6
33.092,8
33.282,8
33.472,6
33.946,2
33.946,4
34.136,2
34.326,4
34.421,3
34.611,3
34.896,2
35.086,3
35.275,2
35.465,4
35.655,2
35.845,4
35.94,3
36.13,1
36.32,1
36.51,3
36.7,3
36.794,4
36.984,7
36.984,5
37.174,5
37.364,7
37.459,6
37.649,6
37.934,5
38.124,6
38.313,5
38.503,2
38.503,4
38.788,5
38.788,7
39.073,2
39.073,4
39.358,5
39.358,7
39.643,4
39.643,2
40.402,8
40.782,8
41.162,5
41.351,6
41.541,7
41.921,5
42.111,7
42.681,7
42.87,6
43.06,5
43.44,6
43.63,5
43.82,6
44.01,7
44.2,5
44.389,6
44.579,8
45.149,1
46.288,4
46.336,3
46.383,2
46.478,1
46.668,4
46.858,3
47.237,5
47.427,7
47.617,5
48.187,1
48.756,6
48.946,7
49.136,6
49.516,4
49.706,3
49.896,2
50.086,3
50.655,8
50.845,8
51.225,8
51.415,8
51.51,7
51.557,6
51.605,5
51.794,4
51.794,2
52.174,2
52.459,2
52.554,3
52.744,2
52.934,2
53.218,6
53.313,5
53.503,6
53.693,6
53.978,1
54.073,1
54.263,1
54.453,1
54.737,8
54.832,8
55.022,8
55.212,8
55.592,4
55.782,3
55.972,2
56.162,3
56.351,4
56.541,2
56.731,3
56.731,4
57.111,6
57.111,5
57.491,3
57.491,2
57.87,6
57.87,7
58.25,3
58.25,4
58.82,6
59.01,5
59.2,6
59.389,7
59.579,8
59.769,6
60.149,3
60.244,2
60.339,3
60.434,4
60.529,3
60.624,4
60.718,3
60.813,2
60.908,3
61.003,2
61.098,3
61.193,4
61.288,3
61.383,2
61.478,3
61.573,2
61.668,3
61.763,4
61.858,3
61.953,2
62.048,3
62.143,2
62.237,3
62.332,4
62.427,3
62.522,4
62.617,3
62.712,4
62.807,3
62.902,2
63.567,5
63.567,7
63.567,8
63.851,5
63.851,7
63.851,8
64.136,5
64.136,7
64.136,8
64.326,3
65.465,5
65.845,7
