7.988,4
9.939,3
11.89,7
13.841,6
15.792,4
16.768,2
17.744,6
18.719,7
19.695,4
20.67,2
21.646,5
22.622,7
23.597,3
24.573,3
25.548,7
26.524,5
27.5,3
28.475,2
28.963,7
29.451,5
30.67,1
34.329,3
34.573,3
34.817,3
35.061,3
38.231,6
38.475,6
38.719,6
38.963,6
42.134,2
42.378,2
42.622,2
42.866,2
46.036,7
46.28,7
46.524,7
46.768,7
47.5,6
48.475,6
49.451,3
50.427,3
51.402,7
52.378,7
53.353,5
54.085,3
54.329,2
54.573,3
55.305,4
56.28,6
57.256,5
58.231,2
58.719,4
59.207,4
59.695,4
60.183,4
60.67,3
61.158,3
61.646,3
62.134,3
62.622,1
63.597,7
64.573,5
65.548,7
66.524,4
67.5,2
68.231,3
68.475,3
69.207,6
69.451,6
70.427,4
70.914,4
71.402,4
71.89,6
72.134,5
72.866,6
73.109,7
73.841,2
74.329,2
74.817,6
75.305,6
75.792,3
76.28,3
76.768,4
77.012,4
78.231,3
78.719,7
79.695,7
80.67,7
81.646,7
82.622,2
83.597,2
84.573,2
85.548,2
86.524,6
87.5,5
88.475,4
89.451,3
90.427,2
91.402,5
92.378,6
93.841,8
