7.988,2
8.231,3
8.475,4
8.719,3
9.207,4
9.451,3
9.695,2
9.939,3
10.183,2
10.427,3
10.67,4
11.158,5
11.402,5
11.646,5
11.89,7
12.134,6
12.378,5
12.622,6
13.109,7
13.353,6
13.597,7
13.841,5
15.305,1
15.548,1
15.792,4
16.158,3
16.524,2
16.768,2
17.5,5
17.744,6
18.109,6
18.475,7
18.719,7
19.451,2
19.695,4
20.061,3
20.427,2
20.67,2
21.402,3
21.646,4
22.012,4
22.378,2
22.622,2
23.597,7
23.963,5
24.329,6
24.573,6
25.305,5
25.548,7
25.792,8
25.914,8
26.036,8
26.28,6
26.524,8
27.012,2
27.256,4
27.5,3
27.866,4
28.231,2
28.475,2
28.963,7
29.207,6
29.451,5
29.939,7
30.183,5
30.67,1
34.329,1
34.573,8
34.817,1
35.061,1
38.231,8
38.475,1
38.719,8
38.963,8
42.134,1
42.378,1
42.622,8
42.866,1
46.036,8
46.28,8
46.524,1
46.768,8
47.012,3
47.5,4
47.744,2
48.475,4
48.719,2
49.207,5
49.695,6
50.183,7
50.67,5
51.402,4
51.89,2
52.134,3
52.378,2
52.622,2
53.109,1
54.085,7
54.329,5
54.573,7
55.548,7
55.792,5
56.036,7
56.28,6
56.524,5
56.768,8
57.744,2
58.109,2
58.475,4
58.719,4
59.939,6
60.183,6
60.427,7
60.67,7
60.67,5
61.158,5
61.158,7
61.646,5
61.646,7
62.134,5
62.134,7
62.622,1
62.987,4
63.353,3
63.597,2
64.329,2
64.573,3
64.939,3
65.305,4
65.548,4
66.28,5
66.524,7
66.89,6
67.256,5
67.5,5
68.231,7
68.475,7
69.207,5
69.207,6
69.451,5
69.451,6
69.939,1
70.427,4
70.914,4
71.402,4
71.89,6
72.134,5
72.622,7
72.866,5
73.109,7
73.841,2
74.329,2
74.817,8
75.305,8
75.792,3
76.036,2
76.28,3
76.768,4
77.012,4
77.5,1
78.231,3
78.719,7
78.963,7
79.451,5
79.695,6
79.939,7
80.183,6
80.427,7
80.67,6
80.914,6
81.89,4
82.134,3
82.378,2
82.622,4
82.866,3
83.353,2
83.597,3
83.841,4
84.329,3
84.573,3
86.28,6
86.524,5
86.768,7
87.012,5
87.256,6
87.5,7
87.744,7
87.987,5
88.231,6
88.475,7
88.719,6
89.207,3
89.451,4
89.695,3
89.939,2
90.183,4
90.427,2
90.67,3
90.914,3
91.402,4
91.646,4
92.134,2
92.378,2
93.841,8
