14.186,4,0
14.529,4,0
14.872,4,0
15.214,4,0
15.557,5,0
15.9,5,0
16.243,5,0
16.586,5,0
16.929,3,0
17.272,3,0
17.614,3,0
17.957,3,0
18.3,6,0
18.643,6,0
18.986,6,0
19.329,6,0
19.672,2,0
20.014,2,0
20.186,3,0
20.529,4,0
20.7,3,0
20.872,2,0
21.043,7,0
21.386,7,0
21.557,6,0
21.9,5,0
22.072,6,0
22.243,7,0
22.414,4,0
22.757,2,0
22.929,3,0
23.272,4,0
23.443,3,0
23.614,2,0
23.786,5,0
24.129,7,0
24.472,5,0
24.643,6,0
24.814,7,0
24.986,5,0
25.157,7,0
25.414,8,0
26.014,3,0
26.186,2,0
26.357,2,0
26.529,4,0
26.786,3,0
27.386,7,0
27.557,5,0
27.729,5,0
27.9,6,0
28.157,7,0
28.757,3,0
28.929,4,0
29.1,2,0
29.272,4,0
29.529,1,0
29.786,2,0
30.129,4,0
30.3,3,0
30.472,4,0
30.643,2,0
30.9,3,0
31.157,2,0
31.414,2,0
31.672,2,0
31.843,3,0
32.014,4,0
32.272,6,0
32.529,7,0
32.786,7,0
33.043,7,0
33.214,5,0
33.386,7,0
33.643,3,0
33.9,4,0
34.157,4,0
34.414,4,0
34.672,4,0.514
35.443,6,0
35.614,7,0
36.129,2,0
36.129,3,0
36.129,4,0
36.472,7,0
36.814,6,0
37.157,3,0
37.5,1,0
38.014,6,0
38.529,5,0
38.7,6,0
38.872,5,0
39.214,7,0
39.386,5,0
39.9,2,0
40.243,4,0
40.672,5,0
40.843,7,0
41.014,5,0
41.272,2,0
41.443,4,0
41.614,2,0
41.786,7,0
41.957,6,0
42.129,5,0
42.3,6,0
42.643,2,0
42.814,3,0
42.986,4,0
43.157,6,0
43.329,7,0
43.5,6,0
43.843,5,0
44.014,5,0
44.186,7,0
44.357,5,0
44.7,3,0
45.043,3,0
45.386,4,0
45.557,3,0
45.9,6,0
46.414,6,0
47.1,2,0
47.1,4,0
47.357,2,0
47.357,4,0
47.614,2,0
47.614,4,0
48.129,2,0
48.3,4,0.257
48.643,3,0.257
48.986,2,0.257
49.329,4,0
49.5,2,0
49.672,4,0
49.843,2,0
50.014,7,0
50.186,6,0
50.357,7,0
50.7,6,0
50.872,6,0
51.214,6,0
51.386,7,0
51.557,6,0
51.729,7,0
52.072,2,0
52.243,4,0
52.757,2,0
52.929,1,0
53.1,3,0
53.443,5,0
53.614,7,0
53.786,5,0
53.957,7,0
54.214,7,0
54.386,7,0
54.814,4,0
54.986,2,0
55.157,3,0
55.329,1,0
55.5,1,0
55.672,1,0
55.843,1,0
56.014,1,0
56.186,1,0
56.357,1,0
56.529,1,0
56.872,8,0
57.043,8,0
57.214,8,0
57.386,8,0
57.557,8,0
57.729,8,0
57.9,8,0
58.072,7,0
58.072,5,0
63.557,2,0
63.9,2,0
64.243,2,0
64.586,2,0
64.929,4,0
65.272,4,0
65.614,4,0
65.957,4,0
66.3,2,0
66.557,7,0
66.814,5,0.429
67.672,8,0.6
68.357,6,0.6
69.214,6,0.6
69.986,3,0.428
70.586,2,0
70.757,3,0
70.929,3,0
71.1,2,0
71.272,3,0
71.443,3,0
71.786,7,0
72.043,7,0
72.214,7,0
72.3,7,0
72.386,7,0
72.729,3,0
72.986,3,0
73.157,2,0
73.186,3,0
73.214,4,0
73.5,4,0
73.529,3,0
73.557,2,0
73.843,2,0
73.872,3,0
73.9,4,0
74.186,4,0
74.214,3,0
74.243,2,0
74.529,3,1.2
75.557,7,0
75.729,6,0
76.072,6,0
76.414,5,0
76.929,3,0
77.272,1,0
77.786,4,0.428
78.643,5,1.029
78.643,7,1.029
80.014,1,0.6
80.7,7,0.6
81.043,6,0.257
81.386,2,0
81.557,3,0
81.729,2,0
81.9,3,0
82.072,6,0
82.243,7,0
82.414,6,0
82.757,2,0
82.757,4,0
83.014,4,0
83.014,2,0
83.1,2,0
83.1,4,0
83.357,6,0
83.443,6,0
83.529,6,0
83.7,5,0
83.786,5,0
83.872,5,0
84.043,7,0
84.129,7,0
84.472,7,0
84.5,6,0
84.529,5,0
84.814,5,0
84.843,6,0
84.872,7,0
85.157,6,0.343
86.529,3,0
86.7,2,0
87.043,3,0
87.386,3,0
87.729,3,0
87.9,3,0
88.243,6,0
88.414,6,0
88.757,3,0
88.929,3,0
89.272,7,0
89.443,7,0
89.957,1,0
90.129,1,0
90.3,1,0
90.472,1,0
90.643,1,0
90.814,1,0
90.986,4,0
90.986,3,0
90.986,2,0
91.929,5,0.343
92.357,6,0.429
92.872,7,0.685
93.729,2,0.6
94.414,3,1.715
96.3,2,0
96.472,4,0
96.729,4,0
96.986,2,0
97.329,7,0
97.5,5,0
97.672,6,0
97.843,5,0
98.1,6,0
98.357,7,0
98.957,5,0.257
99.729,6,0
99.729,7,0
99.9,7,0
99.9,6,0
100.157,3,0
100.157,2,0
100.414,2,0
100.414,3,0
100.586,1,0
101.957,2,0
102.3,2,0
102.643,4,0
102.986,4,0
103.329,2,0
103.672,2,0
104.014,4,0
104.357,4,0
104.7,5,0
105.043,5,0
105.386,7,0
105.729,7,0
106.072,5,0
106.414,5,0
106.757,7,0
107.1,7,0
107.443,4,0
107.614,4,0
107.786,4,0
107.957,4,0
108.129,2,0
108.3,2,0
108.472,2,0
108.643,2,0
108.814,5,0
108.986,5,0
109.157,5,0
109.329,5,0
109.5,7,0
109.672,7,0
109.843,7,0
110.014,7,0
110.186,4,0
110.357,4,0
110.529,4,0
110.7,2,0
110.872,3,0
111.043,2,0.429
111.729,6,0
111.9,7,0
112.072,5,0
112.414,7,0
112.5,6,0
112.757,5,0
112.929,8,0
113.357,1,1.457
115.157,3,0
115.329,4,0
115.5,3,0
115.672,2,0
116.014,4,0
116.186,3,0
116.529,2,0
116.7,3,0
116.872,4,0
117.043,4,0
117.3,6,0
117.557,6,0
117.729,6,0
118.072,4,0
118.243,2,0
118.414,2,0
118.757,3,0
118.929,2,0
119.1,3,0
119.272,2,0
119.443,4,0
119.614,3,0
119.786,2,0
120.3,5,0
120.472,7,0
120.643,5,0
120.814,7,0
120.986,6,0
121.157,5,0
121.5,6,0
121.672,5,0
122.186,1,0
122.357,2,0
122.529,4,0
122.872,3,0
123.043,4,0
123.214,7,0
123.386,7,0
123.557,5,0
123.729,7,0
123.9,5,0
124.243,1,0
124.414,3,0
124.586,3,0
124.929,2,0
125.1,4,0
125.272,2,0
125.272,4,0
125.529,2,0
125.529,4,0
125.786,2,0
125.957,4,0
126.129,7,0
126.3,7,0
126.472,5,0
126.643,6,0
126.986,7,0
127.329,7,0
127.672,2,0
127.843,4,0
127.929,3,0
128.014,2,0
128.357,5,0
128.7,3,0
129.043,7,0
129.386,2,0
129.729,5,0
129.9,3,0
130.243,5,0
130.414,7,0
130.586,6,0
130.757,8,0
131.1,1,0
131.443,1,0
131.786,1,0
132.129,1,0
132.472,1,0
132.643,4,0
132.814,2,0
132.986,3,0
133.157,2,0
133.329,5,0
133.5,5,0
133.672,6,0
133.843,7,1.114
135.386,4,0
135.472,3,0
135.557,2,0
136.243,2,0
136.414,4,0
136.586,2,0
136.757,4,0
136.929,3,0
137.272,5,0
137.272,7,0
137.614,6,0
137.786,8,0
137.957,8,0
138.129,6,0
138.3,8,0
138.472,8,0
138.643,6,0
138.814,8,0
138.986,8,0
139.157,3,0
139.329,1,0
139.5,1,0
139.672,1,0
139.843,2,0
140.014,3,0
140.186,4,0
140.357,3,0
140.529,2,0
140.7,4,0
140.872,2,0
141.043,4,0
141.214,2,0
141.386,4,0
141.557,2,0
141.729,8,0
141.9,8,0
142.072,8,0
142.243,8,0
142.414,4,0
142.586,4,0.257
142.929,1,0.171
143.272,3,0
143.443,3,0
143.614,3,0
143.786,3,0
143.957,6,0
144.129,6,0
144.3,6,0
144.472,6,0
144.643,3,0
144.814,3,0
144.986,6,0
145.157,6,0
145.809,1,0
147.081,3,0
147.263,4,0
147.536,2,0
148.536,5,0
148.718,6,0
148.99,7,0
150.172,4,0
150.899,3,0
151.627,5,0
151.627,7,0
151.899,4,0
151.899,2,0
