6.803,2
7.214,3
7.625,4
8.447,6
8.858,7
9.269,7
9.68,8
10.091,6
10.502,7
10.913,6
14.2,8
14.579,5
14.959,7
15.339,5
15.718,2
16.098,4
16.478,4
16.858,2
17.237,2
17.617,4
17.997,4
18.377,2
18.756,7
19.136,5
19.516,5
19.896,7
20.275,7
20.655,5
21.035,5
21.415,7
21.794,2
21.984,3
22.174,4
22.554,4
22.744,3
22.934,2
23.313,2
23.503,3
23.693,4
24.073,4
24.263,3
24.453,2
24.832,5
25.022,6
25.212,7
25.592,7
25.782,6
25.972,5
26.351,5
26.541,6
26.731,5
27.111,7
27.396,6
27.681,3
27.87,2
28.25,4
28.63,3
29.01,4
29.389,4
29.769,4
30.149,1
30.339,1
30.529,2
30.908,7
31.288,5
31.668,7
32.048,6
32.427,7
32.807,5
33.187,8
33.946,4
34.326,4
34.706,3
35.086,3
35.465,2
35.845,2
36.225,1
36.605,1
36.984,7
37.364,5
37.744,6
37.934,5
38.124,6
38.313,5
38.503,7
38.788,7
39.073,5
39.358,5
39.643,5
39.643,7
40.402,1
40.782,1
41.162,2
41.541,4
41.921,4
42.111,2
42.681,7
43.06,6
43.44,6
43.82,5
44.2,7
44.579,8
45.149,8
46.288,4
46.668,4
46.858,3
47.427,4
47.617,2
48.187,1
48.756,6
48.946,7
49.136,6
49.516,5
49.706,5
49.896,5
50.086,7
50.655,8
50.845,8
51.225,8
51.415,8
51.794,4
52.174,2
52.554,2
52.934,2
53.313,2
53.693,6
54.073,6
54.453,7
54.832,7
55.212,8
55.592,4
55.972,2
56.351,2
56.731,4
57.491,7
57.87,6
58.25,8
59.01,5
59.389,8
59.769,6
60.908,1
61.288,2
61.668,1
62.048,3
62.427,1
62.807,4
63.187,1
63.567,8
63.851,8
64.136,8
64.326,7
65.465,5
65.845,7
66.225,6
66.605,5
66.984,7
67.364,6
67.744,5
67.934,7
70.022,2
70.212,3
70.402,4
71.162,4
71.541,1
71.921,4
72.301,3
72.681,2
73.06,1
73.44,3
73.82,4
74.2,7
74.579,5
74.959,7
76.478,3
77.048,4
77.427,3
77.807,1
78.377,3
78.756,4
79.136,8
79.516,7
79.896,8
80.275,6
80.655,8
81.035,5
81.794,2
82.174,4
82.554,3
82.554,1
82.839,1
82.839,3
83.124,1
83.313,3
83.313,1
84.073,8
84.073,6
84.358,8
84.358,6
84.643,8
84.832,6
84.832,8
85.592,1
86.162,8
87.111,5
87.87,2
88.25,4
88.63,3
89.389,8
89.769,5
90.149,6
90.529,5
90.718,7
91.288,5
91.668,6
92.048,5
92.237,7
92.617,6
92.997,1
94.326,7
94.516,6
94.706,5
95.465,3
95.845,2
96.225,4
96.605,4
96.794,2
97.364,1
97.744,3
98.124,4
98.313,2
98.693,1
99.073,3
100.402,5
100.592,6
100.782,7
101.541,8
101.921,6
102.301,5
102.681,6
103.06,7
103.44,6
103.82,5
104.389,1
104.769,3
105.149,1
106.478,6
106.668,6
106.858,7
107.427,8
107.997,4
108.377,3
108.756,2
109.136,4
109.516,3
109.896,2
109.896,4
110.181,2
110.181,4
110.465,4
110.465,2
111.415,1
111.794,1
112.174,8
112.554,8
112.934,4
113.503,3
114.073,7
114.453,5
114.832,7
115.212,6
115.592,7
115.972,5
116.541,4
117.111,3
117.491,2
117.87,3
118.25,4
118.63,1
119.01,1
119.579,6
119.959,5
120.149,6
120.339,7
120.529,6
120.908,6
121.288,5
121.668,7
122.048,8
122.237,8
122.427,8
122.617,8
122.997,1
123.187,1
123.377,1
123.946,2
124.326,2
124.706,2
125.086,4
125.655,3
126.225,2
126.605,3
126.984,1
127.364,4
127.744,3
128.124,4
128.503,4
128.693,3
129.073,2
129.453,3
130.592,8
130.782,8
130.972,8
131.162,8
132.111,4
132.301,2
132.491,4
132.681,2
133.06,3
133.44,2
133.82,1
134.2,2
134.769,6
